TOP.599ca620.00000000	START
TOP.5a42da72.00000000	user_options->hex_wordlist	0
TOP.5a42da72.00000000	user_options->increment	0
TOP.5a42da72.00000000	user_options->increment_max	54
TOP.5a42da72.00000000	user_options->increment_min	1
TOP.5a42da72.00000000	user_options->keep_guessing	0
TOP.5a42da72.00000000	user_options->kernel_accel	0
TOP.5a42da72.00000000	user_options->kernel_loops	0
TOP.5a42da72.00000000	user_options->keyspace	0
TOP.5a42da72.00000000	user_options->left	0
TOP.5a42da72.00000000	user_options->logfile_disable	0
TOP.5a42da72.00000000	user_options->loopback	0
TOP.5a42da72.00000000	user_options->machine_readable	0
TOP.5a42da72.00000000	user_options->markov_classic	0
TOP.5a42da72.00000000	user_options->markov_disable	0
TOP.5a42da72.00000000	user_options->markov_threshold	256
TOP.5a42da72.00000000	user_options->nvidia_spin_damp	100
TOP.5a42da72.00000000	user_options->opencl_info	0
TOP.5a42da72.00000000	user_options->opencl_vector_width	0
TOP.5a42da72.00000000	user_options->outfile_autohex	1
TOP.5a42da72.00000000	user_options->outfile_check_timer	5
TOP.5a42da72.00000000	user_options->outfile_format	2
TOP.5a42da72.00000000	user_options->potfile_disable	0
TOP.5a42da72.00000000	user_options->powertune_enable	0
TOP.5a42da72.00000000	user_options->quiet	0
TOP.5a42da72.00000000	user_options->remove	0
TOP.5a42da72.00000000	user_options->remove_timer	60
TOP.5a42da72.00000000	user_options->restore	0
TOP.5a42da72.00000000	user_options->restore_disable	0
TOP.5a42da72.00000000	user_options->restore_timer	60
TOP.5a42da72.00000000	user_options->rp_files_cnt	0
TOP.5a42da72.00000000	user_options->rp_gen	0
TOP.5a42da72.00000000	user_options->rp_gen_func_max	4
TOP.5a42da72.00000000	user_options->rp_gen_func_min	1
TOP.5a42da72.00000000	user_options->rp_gen_seed	0
TOP.5a42da72.00000000	user_options->runtime	0
TOP.5a42da72.00000000	user_options->scrypt_tmto	0
TOP.5a42da72.00000000	user_options->segment_size	33554432
TOP.5a42da72.00000000	user_options->show	0
TOP.5a42da72.00000000	user_options->status	0
TOP.5a42da72.00000000	user_options->status_timer	10
TOP.5a42da72.00000000	user_options->stdout_flag	0
TOP.5a42da72.00000000	user_options->speed_only	0
TOP.5a42da72.00000000	user_options->progress_only	0
TOP.5a42da72.00000000	user_options->usage	0
TOP.5a42da72.00000000	user_options->username	0
TOP.5a42da72.00000000	user_options->veracrypt_pim	0
TOP.5a42da72.00000000	user_options->version	0
TOP.5a42da72.00000000	user_options->weak_hash_threshold	0
TOP.5a42da72.00000000	user_options->workload_profile	2
TOP.5a42da72.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts\Input\hashes.txt
TOP.5a42da72.00000000	hashes->hashlist_mode	4
TOP.5a42da72.00000000	hashes->hashlist_format	0
TOP.5a42da72.00000000	hashes->hashes_cnt	0
TOP.5a42da72.00000000	hashes->digests_cnt	50
TOP.5a42da72.00000000	hashes->digests_done	0
TOP.5a42da72.00000000	hashes->salts_cnt	1
TOP.5a42da72.00000000	hashes->salts_done	0
TOP.5a42da72.00000000	SUB.5a42da76.3cfd471d	START
TOP.5a42da72.00000000	SUB.5a42da76.3cfd471d	mask_ctx->mask	?a?a?a?a?a
TOP.5a42da72.00000000	SUB.5a42da76.3cfd471d	runtime_start	1514330743
TOP.5a42da72.00000000	SUB.5a42da76.3cfd471d	runtime_stop	1514330745
TOP.5a42da72.00000000	SUB.5a42da76.3cfd471d	status-after-work	4
TOP.5a42da72.00000000	SUB.5a42da76.3cfd471d	STOP
TOP.5a42da72.00000000	proc_start	1514330738
TOP.5a42da72.00000000	proc_stop	1514330747
TOP.5a42da72.00000000	STOP
TOP.5a42da95.00000000	START
TOP.5a42da95.00000000	user_options->separator	:
TOP.5a42da95.00000000	user_options->encoding_from	utf-8
TOP.5a42da95.00000000	user_options->encoding_to	utf-8
TOP.5a42da95.00000000	user_options->outfile	\hashcat-3.6.0\Scripts\Output\output.txt
TOP.5a42da95.00000000	user_options->rule_buf_l	:
TOP.5a42da95.00000000	user_options->rule_buf_r	:
TOP.5a42da95.00000000	user_options->session	hashcat
TOP.5a42da95.00000000	user_options->limit	0
TOP.5a42da95.00000000	user_options->skip	0
TOP.5a42da95.00000000	user_options->attack_mode	3
TOP.5a42da95.00000000	user_options->benchmark	0
TOP.5a42da95.00000000	user_options->bitmap_max	24
TOP.5a42da95.00000000	user_options->bitmap_min	16
TOP.5a42da95.00000000	user_options->debug_mode	0
TOP.5a42da95.00000000	user_options->force	0
TOP.5a42da95.00000000	user_options->gpu_temp_abort	90
TOP.5a42da95.00000000	user_options->gpu_temp_disable	0
TOP.5a42da95.00000000	user_options->gpu_temp_retain	75
TOP.5a42da95.00000000	user_options->hash_mode	0
TOP.5a42da95.00000000	user_options->hex_charset	0
TOP.5a42da95.00000000	user_options->hex_salt	0
TOP.5a42da95.00000000	user_options->hex_wordlist	0
TOP.5a42da95.00000000	user_options->increment	0
TOP.5a42da95.00000000	user_options->increment_max	54
TOP.5a42da95.00000000	user_options->increment_min	1
TOP.5a42da95.00000000	user_options->keep_guessing	0
TOP.5a42da95.00000000	user_options->kernel_accel	0
TOP.5a42da95.00000000	user_options->kernel_loops	0
TOP.5a42da95.00000000	user_options->keyspace	0
TOP.5a42da95.00000000	user_options->left	0
TOP.5a42da95.00000000	user_options->logfile_disable	0
TOP.5a42da95.00000000	user_options->loopback	0
TOP.5a42da95.00000000	user_options->machine_readable	0
TOP.5a42da95.00000000	user_options->markov_classic	0
TOP.5a42da95.00000000	user_options->markov_disable	0
TOP.5a42da95.00000000	user_options->markov_threshold	256
TOP.5a42da95.00000000	user_options->nvidia_spin_damp	100
TOP.5a42da95.00000000	user_options->opencl_info	0
TOP.5a42da95.00000000	user_options->opencl_vector_width	0
TOP.5a42da95.00000000	user_options->outfile_autohex	1
TOP.5a42da95.00000000	user_options->outfile_check_timer	5
TOP.5a42da95.00000000	user_options->outfile_format	2
TOP.5a42da95.00000000	user_options->potfile_disable	0
TOP.5a42da95.00000000	user_options->powertune_enable	0
TOP.5a42da95.00000000	user_options->quiet	0
TOP.5a42da95.00000000	user_options->remove	0
TOP.5a42da95.00000000	user_options->remove_timer	60
TOP.5a42da95.00000000	user_options->restore	0
TOP.5a42da95.00000000	user_options->restore_disable	0
TOP.5a42da95.00000000	user_options->restore_timer	60
TOP.5a42da95.00000000	user_options->rp_files_cnt	0
TOP.5a42da95.00000000	user_options->rp_gen	0
TOP.5a42da95.00000000	user_options->rp_gen_func_max	4
TOP.5a42da95.00000000	user_options->rp_gen_func_min	1
TOP.5a42da95.00000000	user_options->rp_gen_seed	0
TOP.5a42da95.00000000	user_options->runtime	0
TOP.5a42da95.00000000	user_options->scrypt_tmto	0
TOP.5a42da95.00000000	user_options->segment_size	33554432
TOP.5a42da95.00000000	user_options->show	0
TOP.5a42da95.00000000	user_options->status	0
TOP.5a42da95.00000000	user_options->status_timer	10
TOP.5a42da95.00000000	user_options->stdout_flag	0
TOP.5a42da95.00000000	user_options->speed_only	0
TOP.5a42da95.00000000	user_options->progress_only	0
TOP.5a42da95.00000000	user_options->usage	0
TOP.5a42da95.00000000	user_options->username	0
TOP.5a42da95.00000000	user_options->veracrypt_pim	0
TOP.5a42da95.00000000	user_options->version	0
TOP.5a42da95.00000000	user_options->weak_hash_threshold	0
TOP.5a42da95.00000000	user_options->workload_profile	2
TOP.5a42da95.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts\Input\hashes.txt
TOP.5a42da95.00000000	hashes->hashlist_mode	4
TOP.5a42da95.00000000	hashes->hashlist_format	0
TOP.5a42da95.00000000	hashes->hashes_cnt	0
TOP.5a42da95.00000000	hashes->digests_cnt	50
TOP.5a42da95.00000000	hashes->digests_done	0
TOP.5a42da95.00000000	hashes->salts_cnt	1
TOP.5a42da95.00000000	hashes->salts_done	0
TOP.5a42da95.00000000	SUB.5a42da99.3cfd471d	START
TOP.5a42da95.00000000	SUB.5a42da99.3cfd471d	mask_ctx->mask	?a?a?a?a
TOP.5a42da95.00000000	SUB.5a42da99.3cfd471d	runtime_start	1514330778
TOP.5a42da95.00000000	SUB.5a42da99.3cfd471d	runtime_stop	1514330779
TOP.5a42da95.00000000	SUB.5a42da99.3cfd471d	status-after-work	4
TOP.5a42da95.00000000	SUB.5a42da99.3cfd471d	STOP
TOP.5a42da95.00000000	proc_start	1514330773
TOP.5a42da95.00000000	proc_stop	1514330781
TOP.5a42da95.00000000	STOP
TOP.5a43838d.00000000	START
TOP.5a43838d.00000000	user_options->separator	:
TOP.5a43838d.00000000	user_options->custom_charset_1	?l?d?u
TOP.5a43838d.00000000	user_options->custom_charset_2	?l?d
TOP.5a43838d.00000000	user_options->custom_charset_3	?l?d*!$@_
TOP.5a43838d.00000000	user_options->encoding_from	utf-8
TOP.5a43838d.00000000	user_options->encoding_to	utf-8
TOP.5a43838d.00000000	user_options->outfile	\hashcat-3.6.0\Scripts-Git\Scripts\Output\output.txt
TOP.5a43838d.00000000	user_options->rule_buf_l	:
TOP.5a43838d.00000000	user_options->rule_buf_r	:
TOP.5a43838d.00000000	user_options->session	hashcat
TOP.5a43838d.00000000	user_options->limit	0
TOP.5a43838d.00000000	user_options->skip	0
TOP.5a43838d.00000000	user_options->attack_mode	3
TOP.5a43838d.00000000	user_options->benchmark	0
TOP.5a43838d.00000000	user_options->bitmap_max	24
TOP.5a43838d.00000000	user_options->bitmap_min	16
TOP.5a43838d.00000000	user_options->debug_mode	0
TOP.5a43838d.00000000	user_options->force	0
TOP.5a43838d.00000000	user_options->gpu_temp_abort	90
TOP.5a43838d.00000000	user_options->gpu_temp_disable	0
TOP.5a43838d.00000000	user_options->gpu_temp_retain	75
TOP.5a43838d.00000000	user_options->hash_mode	0
TOP.5a43838d.00000000	user_options->hex_charset	0
TOP.5a43838d.00000000	user_options->hex_salt	0
TOP.5a43838d.00000000	user_options->hex_wordlist	0
TOP.5a43838d.00000000	user_options->increment	1
TOP.5a43838d.00000000	user_options->increment_max	54
TOP.5a43838d.00000000	user_options->increment_min	1
TOP.5a43838d.00000000	user_options->keep_guessing	0
TOP.5a43838d.00000000	user_options->kernel_accel	0
TOP.5a43838d.00000000	user_options->kernel_loops	0
TOP.5a43838d.00000000	user_options->keyspace	0
TOP.5a43838d.00000000	user_options->left	0
TOP.5a43838d.00000000	user_options->logfile_disable	0
TOP.5a43838d.00000000	user_options->loopback	0
TOP.5a43838d.00000000	user_options->machine_readable	0
TOP.5a43838d.00000000	user_options->markov_classic	0
TOP.5a43838d.00000000	user_options->markov_disable	0
TOP.5a43838d.00000000	user_options->markov_threshold	256
TOP.5a43838d.00000000	user_options->nvidia_spin_damp	100
TOP.5a43838d.00000000	user_options->opencl_info	0
TOP.5a43838d.00000000	user_options->opencl_vector_width	0
TOP.5a43838d.00000000	user_options->outfile_autohex	1
TOP.5a43838d.00000000	user_options->outfile_check_timer	5
TOP.5a43838d.00000000	user_options->outfile_format	2
TOP.5a43838d.00000000	user_options->potfile_disable	0
TOP.5a43838d.00000000	user_options->powertune_enable	0
TOP.5a43838d.00000000	user_options->quiet	0
TOP.5a43838d.00000000	user_options->remove	0
TOP.5a43838d.00000000	user_options->remove_timer	60
TOP.5a43838d.00000000	user_options->restore	0
TOP.5a43838d.00000000	user_options->restore_disable	0
TOP.5a43838d.00000000	user_options->restore_timer	60
TOP.5a43838d.00000000	user_options->rp_files_cnt	0
TOP.5a43838d.00000000	user_options->rp_gen	0
TOP.5a43838d.00000000	user_options->rp_gen_func_max	4
TOP.5a43838d.00000000	user_options->rp_gen_func_min	1
TOP.5a43838d.00000000	user_options->rp_gen_seed	0
TOP.5a43838d.00000000	user_options->runtime	0
TOP.5a43838d.00000000	user_options->scrypt_tmto	0
TOP.5a43838d.00000000	user_options->segment_size	33554432
TOP.5a43838d.00000000	user_options->show	0
TOP.5a43838d.00000000	user_options->status	0
TOP.5a43838d.00000000	user_options->status_timer	10
TOP.5a43838d.00000000	user_options->stdout_flag	0
TOP.5a43838d.00000000	user_options->speed_only	0
TOP.5a43838d.00000000	user_options->progress_only	0
TOP.5a43838d.00000000	user_options->usage	0
TOP.5a43838d.00000000	user_options->username	0
TOP.5a43838d.00000000	user_options->veracrypt_pim	0
TOP.5a43838d.00000000	user_options->version	0
TOP.5a43838d.00000000	user_options->weak_hash_threshold	0
TOP.5a43838d.00000000	user_options->workload_profile	2
TOP.5a43838d.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts-Git\Scripts\Input\hashes.txt
TOP.5a43838d.00000000	hashes->hashlist_mode	4
TOP.5a43838d.00000000	hashes->hashlist_format	0
TOP.5a43838d.00000000	hashes->hashes_cnt	0
TOP.5a43838d.00000000	hashes->digests_cnt	50
TOP.5a43838d.00000000	hashes->digests_done	0
TOP.5a43838d.00000000	hashes->salts_cnt	1
TOP.5a43838d.00000000	hashes->salts_done	0
TOP.5a43838d.00000000	SUB.5a438392.b815471d	START
TOP.5a43838d.00000000	SUB.5a438392.b815471d	mask_ctx->mask	?1
TOP.5a43838d.00000000	SUB.5a438392.b815471d	runtime_start	1514374034
TOP.5a43838d.00000000	SUB.5a438392.b815471d	runtime_stop	1514374034
TOP.5a43838d.00000000	SUB.5a438392.b815471d	status-after-work	4
TOP.5a43838d.00000000	SUB.5a438392.b815471d	STOP
TOP.5a43838d.00000000	SUB.5a438393.00711630	START
TOP.5a43838d.00000000	SUB.5a438393.00711630	mask_ctx->mask	?1?2
TOP.5a43838d.00000000	SUB.5a438393.00711630	runtime_start	1514374035
TOP.5a43838d.00000000	SUB.5a438393.00711630	runtime_stop	1514374035
TOP.5a43838d.00000000	SUB.5a438393.00711630	status-after-work	4
TOP.5a43838d.00000000	SUB.5a438393.00711630	STOP
TOP.5a43838d.00000000	SUB.5a438393.00711630	START
TOP.5a43838d.00000000	SUB.5a438393.00711630	mask_ctx->mask	?1?2?2
TOP.5a43838d.00000000	SUB.5a438393.00711630	runtime_start	1514374035
TOP.5a43838d.00000000	SUB.5a438393.00711630	runtime_stop	1514374035
TOP.5a43838d.00000000	SUB.5a438393.00711630	status-after-work	4
TOP.5a43838d.00000000	SUB.5a438393.00711630	STOP
TOP.5a43838d.00000000	SUB.5a438393.00711630	START
TOP.5a43838d.00000000	SUB.5a438393.00711630	mask_ctx->mask	?1?2?2?2
TOP.5a43838d.00000000	SUB.5a438393.00711630	runtime_start	1514374035
TOP.5a43838d.00000000	SUB.5a438393.00711630	runtime_stop	1514374035
TOP.5a43838d.00000000	SUB.5a438393.00711630	status-after-work	4
TOP.5a43838d.00000000	SUB.5a438393.00711630	STOP
TOP.5a43838d.00000000	SUB.5a438393.00711630	START
TOP.5a43838d.00000000	SUB.5a438393.00711630	mask_ctx->mask	?1?2?2?2?2
TOP.5a43838d.00000000	SUB.5a438393.00711630	runtime_start	1514374036
TOP.5a43838d.00000000	SUB.5a438393.00711630	runtime_stop	1514374036
TOP.5a43838d.00000000	SUB.5a438393.00711630	status-after-work	4
TOP.5a43838d.00000000	SUB.5a438393.00711630	STOP
TOP.5a43838d.00000000	SUB.5a438394.00711630	START
TOP.5a43838d.00000000	SUB.5a438394.00711630	mask_ctx->mask	?1?2?2?2?2?2
TOP.5a43838d.00000000	SUB.5a438394.00711630	runtime_start	1514374036
TOP.5a43838d.00000000	SUB.5a438394.00711630	runtime_stop	1514374037
TOP.5a43838d.00000000	SUB.5a438394.00711630	status-after-work	4
TOP.5a43838d.00000000	SUB.5a438394.00711630	STOP
TOP.5a43838d.00000000	SUB.5a438395.00711630	START
TOP.5a43838d.00000000	SUB.5a438395.00711630	mask_ctx->mask	?1?2?2?2?2?2?2
TOP.5a43838d.00000000	SUB.5a438395.00711630	runtime_start	1514374037
TOP.5a43838d.00000000	SUB.5a438395.00711630	runtime_stop	1514374042
TOP.5a43838d.00000000	SUB.5a438395.00711630	status-after-work	5
TOP.5a43838d.00000000	SUB.5a438395.00711630	STOP
TOP.5a43838d.00000000	proc_start	1514374029
TOP.5a43838d.00000000	proc_stop	1514374044
TOP.5a43838d.00000000	STOP
TOP.5a438444.00000000	START
TOP.5a438444.00000000	user_options->separator	:
TOP.5a438444.00000000	user_options->custom_charset_1	?l?d?u
TOP.5a438444.00000000	user_options->custom_charset_2	?l?d
TOP.5a438444.00000000	user_options->custom_charset_3	?l?d*!$@_
TOP.5a438444.00000000	user_options->encoding_from	utf-8
TOP.5a438444.00000000	user_options->encoding_to	utf-8
TOP.5a438444.00000000	user_options->outfile	\hashcat-3.6.0\Scripts-Git\Scripts\Output\output.txt
TOP.5a438444.00000000	user_options->rule_buf_l	:
TOP.5a438444.00000000	user_options->rule_buf_r	:
TOP.5a438444.00000000	user_options->session	hashcat
TOP.5a438444.00000000	user_options->limit	0
TOP.5a438444.00000000	user_options->skip	0
TOP.5a438444.00000000	user_options->attack_mode	3
TOP.5a438444.00000000	user_options->benchmark	0
TOP.5a438444.00000000	user_options->bitmap_max	24
TOP.5a438444.00000000	user_options->bitmap_min	16
TOP.5a438444.00000000	user_options->debug_mode	0
TOP.5a438444.00000000	user_options->force	0
TOP.5a438444.00000000	user_options->gpu_temp_abort	90
TOP.5a438444.00000000	user_options->gpu_temp_disable	0
TOP.5a438444.00000000	user_options->gpu_temp_retain	75
TOP.5a438444.00000000	user_options->hash_mode	0
TOP.5a438444.00000000	user_options->hex_charset	0
TOP.5a438444.00000000	user_options->hex_salt	0
TOP.5a438444.00000000	user_options->hex_wordlist	0
TOP.5a438444.00000000	user_options->increment	1
TOP.5a438444.00000000	user_options->increment_max	54
TOP.5a438444.00000000	user_options->increment_min	1
TOP.5a438444.00000000	user_options->keep_guessing	0
TOP.5a438444.00000000	user_options->kernel_accel	0
TOP.5a438444.00000000	user_options->kernel_loops	0
TOP.5a438444.00000000	user_options->keyspace	0
TOP.5a438444.00000000	user_options->left	0
TOP.5a438444.00000000	user_options->logfile_disable	0
TOP.5a438444.00000000	user_options->loopback	0
TOP.5a438444.00000000	user_options->machine_readable	0
TOP.5a438444.00000000	user_options->markov_classic	0
TOP.5a438444.00000000	user_options->markov_disable	0
TOP.5a438444.00000000	user_options->markov_threshold	256
TOP.5a438444.00000000	user_options->nvidia_spin_damp	100
TOP.5a438444.00000000	user_options->opencl_info	0
TOP.5a438444.00000000	user_options->opencl_vector_width	0
TOP.5a438444.00000000	user_options->outfile_autohex	1
TOP.5a438444.00000000	user_options->outfile_check_timer	5
TOP.5a438444.00000000	user_options->outfile_format	2
TOP.5a438444.00000000	user_options->potfile_disable	0
TOP.5a438444.00000000	user_options->powertune_enable	0
TOP.5a438444.00000000	user_options->quiet	0
TOP.5a438444.00000000	user_options->remove	0
TOP.5a438444.00000000	user_options->remove_timer	60
TOP.5a438444.00000000	user_options->restore	0
TOP.5a438444.00000000	user_options->restore_disable	0
TOP.5a438444.00000000	user_options->restore_timer	60
TOP.5a438444.00000000	user_options->rp_files_cnt	0
TOP.5a438444.00000000	user_options->rp_gen	0
TOP.5a438444.00000000	user_options->rp_gen_func_max	4
TOP.5a438444.00000000	user_options->rp_gen_func_min	1
TOP.5a438444.00000000	user_options->rp_gen_seed	0
TOP.5a438444.00000000	user_options->runtime	0
TOP.5a438444.00000000	user_options->scrypt_tmto	0
TOP.5a438444.00000000	user_options->segment_size	33554432
TOP.5a438444.00000000	user_options->show	0
TOP.5a438444.00000000	user_options->status	0
TOP.5a438444.00000000	user_options->status_timer	10
TOP.5a438444.00000000	user_options->stdout_flag	0
TOP.5a438444.00000000	user_options->speed_only	0
TOP.5a438444.00000000	user_options->progress_only	0
TOP.5a438444.00000000	user_options->usage	0
TOP.5a438444.00000000	user_options->username	0
TOP.5a438444.00000000	user_options->veracrypt_pim	0
TOP.5a438444.00000000	user_options->version	0
TOP.5a438444.00000000	user_options->weak_hash_threshold	0
TOP.5a438444.00000000	user_options->workload_profile	2
TOP.5a438444.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts-Git\Scripts\Input\hashes.txt
TOP.5a438444.00000000	hashes->hashlist_mode	4
TOP.5a438444.00000000	hashes->hashlist_format	0
TOP.5a438444.00000000	hashes->hashes_cnt	0
TOP.5a438444.00000000	hashes->digests_cnt	50
TOP.5a438444.00000000	hashes->digests_done	0
TOP.5a438444.00000000	hashes->salts_cnt	1
TOP.5a438444.00000000	hashes->salts_done	0
TOP.5a438444.00000000	SUB.5a438448.b815471d	START
TOP.5a438444.00000000	SUB.5a438448.b815471d	mask_ctx->mask	?1
TOP.5a438452.00000000	START
TOP.5a438452.00000000	user_options->separator	:
TOP.5a438452.00000000	user_options->custom_charset_1	?l?d?u
TOP.5a438452.00000000	user_options->custom_charset_2	?l?d
TOP.5a438452.00000000	user_options->custom_charset_3	?l?d*!$@_
TOP.5a438452.00000000	user_options->encoding_from	utf-8
TOP.5a438452.00000000	user_options->encoding_to	utf-8
TOP.5a438452.00000000	user_options->outfile	\hashcat-3.6.0\Scripts-Git\Scripts\Output\output.txt
TOP.5a438452.00000000	user_options->rule_buf_l	:
TOP.5a438452.00000000	user_options->rule_buf_r	:
TOP.5a438452.00000000	user_options->session	hashcat
TOP.5a438452.00000000	user_options->limit	0
TOP.5a438452.00000000	user_options->skip	0
TOP.5a438452.00000000	user_options->attack_mode	3
